locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHKFPPHE_01106	CDS	660	tesA	3.1.1.1	COG2755	Esterase TesA
AHKFPPHE_01107	CDS	975				hypothetical protein
AHKFPPHE_01108	tRNA	76				tRNA-Asn(gtt)
AHKFPPHE_01109	CDS	1290	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
AHKFPPHE_01110	CDS	486				hypothetical protein
AHKFPPHE_01111	CDS	618				hypothetical protein
AHKFPPHE_01112	CDS	2181	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
AHKFPPHE_01113	CDS	213	rmf			Ribosome modulation factor
AHKFPPHE_01114	CDS	1029	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
AHKFPPHE_01115	CDS	1164	zitB_2			Zinc transporter ZitB
AHKFPPHE_01116	CDS	1500	rimK_2	6.3.2.-		Ribosomal protein S6--L-glutamate ligase
AHKFPPHE_01117	CDS	1116				hypothetical protein
AHKFPPHE_01118	CDS	2058	uvrB		COG0556	UvrABC system protein B
AHKFPPHE_01119	CDS	1185		2.6.1.1		Aspartate aminotransferase
AHKFPPHE_01120	tRNA	76				tRNA-Asn(gtt)
AHKFPPHE_01121	CDS	711	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
AHKFPPHE_01122	CDS	1170	lapB		COG2956	Lipopolysaccharide assembly protein B
AHKFPPHE_01123	CDS	303	lapA			Lipopolysaccharide assembly protein A
AHKFPPHE_01124	CDS	297	ihfB_1		COG0776	Integration host factor subunit beta
AHKFPPHE_01125	CDS	1692	rpsA		COG0539	30S ribosomal protein S1
AHKFPPHE_01126	CDS	681	cmk	2.7.4.25		Cytidylate kinase
AHKFPPHE_01127	CDS	2229	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
AHKFPPHE_01128	CDS	1125	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
AHKFPPHE_01129	CDS	1098	pheA		COG0077	P-protein
AHKFPPHE_01130	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
AHKFPPHE_01131	CDS	2607	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
AHKFPPHE_01132	CDS	855	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
AHKFPPHE_01133	CDS	1761	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
AHKFPPHE_01134	CDS	1890	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
AHKFPPHE_01135	CDS	864				hypothetical protein
AHKFPPHE_01136	CDS	2412				hypothetical protein
AHKFPPHE_01137	CDS	876	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
AHKFPPHE_01138	CDS	1425				hypothetical protein
AHKFPPHE_01139	CDS	1491				hypothetical protein
AHKFPPHE_01140	CDS	303				hypothetical protein
AHKFPPHE_01141	CDS	258				hypothetical protein
AHKFPPHE_01142	CDS	264				hypothetical protein
AHKFPPHE_01143	CDS	243				hypothetical protein
AHKFPPHE_01144	CDS	267				hypothetical protein
AHKFPPHE_01145	CDS	174				hypothetical protein
AHKFPPHE_01146	CDS	591				hypothetical protein
AHKFPPHE_01147	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
AHKFPPHE_01148	CDS	639	rplC		COG0087	50S ribosomal protein L3
AHKFPPHE_01149	CDS	606	rplD		COG0088	50S ribosomal protein L4
AHKFPPHE_01150	CDS	294	rplW		COG0089	50S ribosomal protein L23
AHKFPPHE_01151	CDS	828	rplB		COG0090	50S ribosomal protein L2
AHKFPPHE_01152	CDS	276	rpsS		COG0185	30S ribosomal protein S19
AHKFPPHE_01153	CDS	333	rplV		COG0091	50S ribosomal protein L22
AHKFPPHE_01154	CDS	684	rpsC		COG0092	30S ribosomal protein S3
AHKFPPHE_01155	CDS	414	rplP		COG0197	50S ribosomal protein L16
AHKFPPHE_01156	CDS	192	rpmC		COG0255	50S ribosomal protein L29
AHKFPPHE_01157	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
AHKFPPHE_01158	CDS	369	rplN		COG0093	50S ribosomal protein L14
AHKFPPHE_01159	CDS	321	rplX		COG0198	50S ribosomal protein L24
AHKFPPHE_01160	CDS	540	rplE		COG0094	50S ribosomal protein L5
AHKFPPHE_01161	CDS	306	rpsN		COG0199	30S ribosomal protein S14
AHKFPPHE_01162	CDS	393	rpsH		COG0096	30S ribosomal protein S8
AHKFPPHE_01163	CDS	534	rplF		COG0097	50S ribosomal protein L6
AHKFPPHE_01164	CDS	348	rplR		COG0256	50S ribosomal protein L18
AHKFPPHE_01165	CDS	501	rpsE		COG0098	30S ribosomal protein S5
AHKFPPHE_01166	CDS	189	rpmD		COG1841	50S ribosomal protein L30
AHKFPPHE_01167	CDS	435	rplO		COG0200	50S ribosomal protein L15
AHKFPPHE_01168	CDS	1323	secY		COG0201	Protein translocase subunit SecY
AHKFPPHE_01169	CDS	357	rpsM		COG0099	30S ribosomal protein S13
AHKFPPHE_01170	CDS	390	rpsK		COG0100	30S ribosomal protein S11
AHKFPPHE_01171	CDS	621	rpsD		COG0522	30S ribosomal protein S4
AHKFPPHE_01172	CDS	1005	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
AHKFPPHE_01173	CDS	399	rplQ		COG0203	50S ribosomal protein L17
AHKFPPHE_01174	CDS	2820	uvrA		COG0178	UvrABC system protein A
AHKFPPHE_01175	CDS	1371	yajR		COG0477	Inner membrane transport protein YajR
AHKFPPHE_01176	CDS	543	ssb		COG0629	Single-stranded DNA-binding protein
AHKFPPHE_01177	CDS	1434	glnG		COG2204	DNA-binding transcriptional regulator NtrC
AHKFPPHE_01178	CDS	1101	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
AHKFPPHE_01179	CDS	543				hypothetical protein
AHKFPPHE_01180	CDS	1404	glnA	6.3.1.2	COG0174	Glutamine synthetase
AHKFPPHE_01181	CDS	1812	typA		COG1217	GTP-binding protein TypA/BipA
AHKFPPHE_01182	CDS	963	pip	3.4.11.5		Proline iminopeptidase
AHKFPPHE_01183	CDS	456	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
AHKFPPHE_01184	CDS	1050	hopP			Major outer membrane protein
AHKFPPHE_01185	CDS	861				hypothetical protein
AHKFPPHE_01186	CDS	1185				hypothetical protein
AHKFPPHE_01187	CDS	2826	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
AHKFPPHE_01188	CDS	924	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AHKFPPHE_01189	CDS	717	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
AHKFPPHE_01190	CDS	1107	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AHKFPPHE_01191	CDS	1248				hypothetical protein
AHKFPPHE_01192	CDS	1008				hypothetical protein
AHKFPPHE_01193	CDS	1077				hypothetical protein
AHKFPPHE_01194	CDS	864				hypothetical protein
AHKFPPHE_01195	CDS	555	gmhB	3.1.3.83		D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
AHKFPPHE_01196	CDS	1044	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
AHKFPPHE_01197	CDS	1446	hldE		COG2870	Bifunctional protein HldE
AHKFPPHE_01198	CDS	585	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
AHKFPPHE_01199	CDS	942	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
AHKFPPHE_01200	CDS	1008	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
AHKFPPHE_01201	CDS	750				hypothetical protein
AHKFPPHE_01202	CDS	1095	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AHKFPPHE_01203	CDS	1035	gtf1_1	2.4.1.-		Glycosyltransferase Gtf1
AHKFPPHE_01204	CDS	909	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
AHKFPPHE_01205	CDS	1482	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
AHKFPPHE_01206	CDS	804				hypothetical protein
AHKFPPHE_01207	CDS	960	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
AHKFPPHE_01208	CDS	1110	cotSA	2.4.-.-	COG0438	Spore coat protein SA
AHKFPPHE_01209	CDS	966				hypothetical protein
AHKFPPHE_01210	CDS	963	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
AHKFPPHE_01211	CDS	1254	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
AHKFPPHE_01212	CDS	1365	tolC		COG1538	Outer membrane protein TolC
AHKFPPHE_01213	CDS	1878	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
AHKFPPHE_01214	CDS	621	nudF	3.6.1.13		ADP-ribose pyrophosphatase
AHKFPPHE_01215	CDS	486				hypothetical protein
AHKFPPHE_01216	CDS	807	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AHKFPPHE_01217	CDS	2271	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
AHKFPPHE_01218	CDS	891	metR			HTH-type transcriptional regulator MetR
AHKFPPHE_01219	CDS	393	gcvH		COG0509	Glycine cleavage system H protein
AHKFPPHE_01220	CDS	1197	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
AHKFPPHE_01221	CDS	657		3.1.3.-	COG0560	putative phosphatase
AHKFPPHE_01222	CDS	513	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
AHKFPPHE_01223	CDS	2307	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
AHKFPPHE_01224	CDS	1242				hypothetical protein
AHKFPPHE_01225	CDS	1206				hypothetical protein
AHKFPPHE_01226	CDS	369				hypothetical protein
AHKFPPHE_01227	CDS	1224				IS200/IS605 family transposase ISAba30
AHKFPPHE_01228	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
AHKFPPHE_01229	CDS	531	hslV	3.4.25.2		ATP-dependent protease subunit HslV
AHKFPPHE_01230	CDS	636	ftsN			Cell division protein FtsN
AHKFPPHE_01231	CDS	1686	argS	6.1.1.19		Arginine--tRNA ligase
AHKFPPHE_01232	CDS	4392				hypothetical protein
AHKFPPHE_01233	CDS	2172	priA	3.6.4.-	COG1198	Primosomal protein N'
AHKFPPHE_01234	CDS	222	rpmE		COG0254	50S ribosomal protein L31
AHKFPPHE_01235	CDS	1266	maeB	1.1.1.40	COG0281	NADP-dependent malic enzyme
AHKFPPHE_01236	CDS	2532	mrcA		COG5009	Penicillin-binding protein 1A
AHKFPPHE_01237	CDS	1032	ftsA_2			Cell division protein FtsA
AHKFPPHE_01238	CDS	564				hypothetical protein
AHKFPPHE_01239	CDS	612				hypothetical protein
AHKFPPHE_01240	CDS	543				hypothetical protein
AHKFPPHE_01241	CDS	2067	pilQ			Type IV pilus biogenesis and competence protein PilQ
AHKFPPHE_01242	CDS	585	aroK_1	2.7.1.71	COG0703	Shikimate kinase 1
AHKFPPHE_01243	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
AHKFPPHE_01244	CDS	4449	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
AHKFPPHE_01245	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
AHKFPPHE_01246	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
AHKFPPHE_01247	CDS	369				Cyclic diguanosine monophosphate-binding protein
AHKFPPHE_01248	CDS	1377	radA	3.6.4.-	COG1066	DNA repair protein RadA
AHKFPPHE_01249	CDS	1662	ettA		COG0488	Energy-dependent translational throttle protein EttA
AHKFPPHE_01250	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
AHKFPPHE_01251	CDS	519	nrdR		COG1327	Transcriptional repressor NrdR
AHKFPPHE_01252	CDS	1116	ribD		COG0117	Riboflavin biosynthesis protein RibD
AHKFPPHE_01253	CDS	1128	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
AHKFPPHE_01254	CDS	477	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
AHKFPPHE_01255	CDS	477				hypothetical protein
AHKFPPHE_01256	CDS	951	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
AHKFPPHE_01257	CDS	528	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
AHKFPPHE_01258	CDS	204				hypothetical protein
AHKFPPHE_01259	CDS	645				hypothetical protein
AHKFPPHE_01260	CDS	1527		2.3.1.20		Putative diacyglycerol O-acyltransferase
AHKFPPHE_01261	CDS	915	yhaJ			HTH-type transcriptional regulator YhaJ
AHKFPPHE_01262	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
AHKFPPHE_01263	CDS	969	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
AHKFPPHE_01264	CDS	312	rplU_2		COG0261	50S ribosomal protein L21
AHKFPPHE_01265	CDS	261	rpmA		COG0211	50S ribosomal protein L27
AHKFPPHE_01266	CDS	1194	obg	3.6.5.-		GTPase Obg
AHKFPPHE_01267	CDS	1125	proB	2.7.2.11		Glutamate 5-kinase
AHKFPPHE_01268	CDS	270	rpsT		COG0268	30S ribosomal protein S20
AHKFPPHE_01269	CDS	1590	murJ		COG0728	putative lipid II flippase MurJ
AHKFPPHE_01270	CDS	969	ribF		COG0196	Riboflavin biosynthesis protein RibF
AHKFPPHE_01271	CDS	2820	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
AHKFPPHE_01272	CDS	525	lspA_1	3.4.23.36	COG0597	Lipoprotein signal peptidase
AHKFPPHE_01273	CDS	453	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
AHKFPPHE_01274	CDS	954	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
AHKFPPHE_01275	CDS	627				hypothetical protein
AHKFPPHE_01276	CDS	906				hypothetical protein
AHKFPPHE_01277	CDS	1227				hypothetical protein
AHKFPPHE_01278	CDS	1731				hypothetical protein
AHKFPPHE_01279	CDS	405				hypothetical protein
AHKFPPHE_01280	CDS	414				hypothetical protein
AHKFPPHE_01281	CDS	1017				hypothetical protein
AHKFPPHE_01282	CDS	534				hypothetical protein
AHKFPPHE_01283	CDS	3066				hypothetical protein
AHKFPPHE_01284	CDS	453				hypothetical protein
AHKFPPHE_01285	CDS	567				hypothetical protein
AHKFPPHE_01286	CDS	1407	atoC_1		COG2204	Regulatory protein AtoC
AHKFPPHE_01287	CDS	1647	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
AHKFPPHE_01288	CDS	1665	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
AHKFPPHE_01289	CDS	834	bamD_2		COG4105	Outer membrane protein assembly factor BamD
AHKFPPHE_01290	CDS	978	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AHKFPPHE_01291	CDS	756	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
AHKFPPHE_01292	CDS	2577	clpB		COG0542	Chaperone protein ClpB
AHKFPPHE_01293	CDS	495				hypothetical protein
AHKFPPHE_01294	CDS	1719	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
AHKFPPHE_01295	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
AHKFPPHE_01296	CDS	1017	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
AHKFPPHE_01297	CDS	813				hypothetical protein
AHKFPPHE_01298	CDS	972	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
AHKFPPHE_01299	CDS	618	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
AHKFPPHE_01300	CDS	549				hypothetical protein
AHKFPPHE_01301	CDS	2595	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
AHKFPPHE_01302	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
AHKFPPHE_01303	CDS	1014	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
AHKFPPHE_01304	CDS	264				hypothetical protein
AHKFPPHE_01305	CDS	636				hypothetical protein
AHKFPPHE_01306	CDS	243				hypothetical protein
AHKFPPHE_01307	CDS	1791	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AHKFPPHE_01308	CDS	1800	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AHKFPPHE_01309	CDS	705	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
AHKFPPHE_01310	CDS	825	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
AHKFPPHE_01311	CDS	1227	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
AHKFPPHE_01312	CDS	1068	bioB	2.8.1.6	COG0502	Biotin synthase
AHKFPPHE_01313	CDS	729				hypothetical protein
AHKFPPHE_01314	CDS	1122	lhgO	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
AHKFPPHE_01315	CDS	1020	srkA	2.7.11.1	COG2334	Stress response kinase A
AHKFPPHE_01316	CDS	369				hypothetical protein
AHKFPPHE_01317	CDS	759	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
AHKFPPHE_01318	CDS	993	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
AHKFPPHE_01319	CDS	1296	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
AHKFPPHE_01320	CDS	1182	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
AHKFPPHE_01321	CDS	177				hypothetical protein
AHKFPPHE_01322	CDS	876	hflC		COG0330	Modulator of FtsH protease HflC
AHKFPPHE_01323	CDS	1188	hflK		COG0330	Modulator of FtsH protease HflK
AHKFPPHE_01324	CDS	1338	hflX		COG2262	GTPase HflX
AHKFPPHE_01325	CDS	252	hfq			RNA-binding protein Hfq
AHKFPPHE_01326	CDS	1047	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
AHKFPPHE_01327	CDS	1890	mutL			DNA mismatch repair protein MutL
AHKFPPHE_01328	CDS	1329	amiC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
AHKFPPHE_01329	CDS	498	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
AHKFPPHE_01330	CDS	1557	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
AHKFPPHE_01331	CDS	1095	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
AHKFPPHE_01332	CDS	543	orn_1	3.1.-.-	COG1949	Oligoribonuclease
AHKFPPHE_01333	CDS	1056	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
AHKFPPHE_01334	CDS	867	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
AHKFPPHE_01335	CDS	969	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
AHKFPPHE_01336	CDS	576	efp		COG0231	Elongation factor P
AHKFPPHE_01337	CDS	1098	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
AHKFPPHE_01338	CDS	1833				hypothetical protein
AHKFPPHE_01339	CDS	2085				hypothetical protein
AHKFPPHE_01340	CDS	1233	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
AHKFPPHE_01341	CDS	2313	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
AHKFPPHE_01342	CDS	237				hypothetical protein
AHKFPPHE_01343	CDS	582	yceI_2		COG2353	Protein YceI
AHKFPPHE_01344	CDS	549	yceJ		COG3038	Cytochrome b561 
AHKFPPHE_01345	CDS	1767				hypothetical protein
AHKFPPHE_01346	CDS	1896	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
AHKFPPHE_01347	CDS	498				hypothetical protein
AHKFPPHE_01348	CDS	2580				hypothetical protein
AHKFPPHE_01349	CDS	2052				hypothetical protein
AHKFPPHE_01350	CDS	1011				hypothetical protein
AHKFPPHE_01351	CDS	1065				hypothetical protein
AHKFPPHE_01352	CDS	621	kstR2_1			HTH-type transcriptional repressor KstR2
AHKFPPHE_01353	CDS	1797				hypothetical protein
AHKFPPHE_01354	CDS	867	fadH_1	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
AHKFPPHE_01355	CDS	1617	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
AHKFPPHE_01356	CDS	1161	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AHKFPPHE_01357	CDS	816	fadB_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase
AHKFPPHE_01358	CDS	1965	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
AHKFPPHE_01359	CDS	1830		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
AHKFPPHE_01360	CDS	981		1.3.1.103		2-haloacrylate reductase
AHKFPPHE_01361	CDS	618				hypothetical protein
AHKFPPHE_01362	CDS	1299	adeQ		COG2252	Adenine permease AdeQ
AHKFPPHE_01363	CDS	543	apt	2.4.2.7		Adenine phosphoribosyltransferase
AHKFPPHE_01364	CDS	663	ycgM		COG0179	putative protein YcgM
AHKFPPHE_01365	CDS	1305	ubiB_2	2.7.-.-		protein kinase UbiB
AHKFPPHE_01366	CDS	678	cobB	3.5.1.-	COG0846	NAD-dependent protein deacylase
AHKFPPHE_01367	CDS	1404		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AHKFPPHE_01368	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
AHKFPPHE_01369	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
AHKFPPHE_01370	CDS	990				hypothetical protein
AHKFPPHE_01371	CDS	894	lipR	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
AHKFPPHE_01372	CDS	279				hypothetical protein
AHKFPPHE_01373	CDS	906				hypothetical protein
AHKFPPHE_01374	CDS	1386	atoC_2		COG2204	Regulatory protein AtoC
AHKFPPHE_01375	CDS	1470	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
AHKFPPHE_01376	CDS	402				hypothetical protein
AHKFPPHE_01377	CDS	801				hypothetical protein
AHKFPPHE_01378	CDS	1221				hypothetical protein
AHKFPPHE_01379	CDS	840	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
AHKFPPHE_01380	CDS	1314				hypothetical protein
AHKFPPHE_01381	CDS	1473				hypothetical protein
AHKFPPHE_01382	CDS	1059	oprF_1		COG2885	Outer membrane porin F
AHKFPPHE_01383	CDS	363				hypothetical protein
AHKFPPHE_01384	CDS	2028				hypothetical protein
AHKFPPHE_01385	CDS	327				hypothetical protein
AHKFPPHE_01386	CDS	252				hypothetical protein
AHKFPPHE_01387	CDS	1272	alkB	1.14.15.3		Alkane 1-monooxygenase
AHKFPPHE_01388	CDS	780	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
AHKFPPHE_01389	CDS	1803				hypothetical protein
AHKFPPHE_01390	CDS	993	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
AHKFPPHE_01391	CDS	2802	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
AHKFPPHE_01392	CDS	354	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
AHKFPPHE_01393	CDS	1518	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
AHKFPPHE_01394	CDS	489	mnhE1			Na(+)/H(+) antiporter subunit E1
AHKFPPHE_01395	CDS	270	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
AHKFPPHE_01396	CDS	333	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
AHKFPPHE_01397	CDS	1647	dmdB_1	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
AHKFPPHE_01398	CDS	1254	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
AHKFPPHE_01399	CDS	360	yciH		COG0023	putative protein YciH
AHKFPPHE_01400	CDS	528				hypothetical protein
AHKFPPHE_01401	CDS	606	yigZ		COG1739	IMPACT family member YigZ
AHKFPPHE_01402	CDS	1317	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
AHKFPPHE_01403	CDS	690	ompR			Transcriptional regulatory protein OmpR
AHKFPPHE_01404	CDS	357				hypothetical protein
AHKFPPHE_01405	CDS	1164				hypothetical protein
AHKFPPHE_01406	CDS	312				hypothetical protein
AHKFPPHE_01407	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
AHKFPPHE_01408	CDS	564				hypothetical protein
AHKFPPHE_01409	CDS	138				hypothetical protein
AHKFPPHE_01410	CDS	1644	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
AHKFPPHE_01411	CDS	279	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
AHKFPPHE_01412	CDS	822				hypothetical protein
AHKFPPHE_01413	CDS	729				hypothetical protein
AHKFPPHE_01414	CDS	900				hypothetical protein
AHKFPPHE_01415	CDS	195				hypothetical protein
AHKFPPHE_01416	CDS	1683		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
AHKFPPHE_01417	CDS	108				hypothetical protein
AHKFPPHE_01418	CDS	660	pcm_1	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
AHKFPPHE_01419	CDS	777				hypothetical protein
AHKFPPHE_01420	CDS	1683				hypothetical protein
AHKFPPHE_01421	CDS	453				hypothetical protein
AHKFPPHE_01422	CDS	621	rhtC_2		COG1280	Threonine efflux protein
AHKFPPHE_01423	CDS	897				hypothetical protein
AHKFPPHE_01424	CDS	240				hypothetical protein
AHKFPPHE_01425	CDS	714	mltF_1			Membrane-bound lytic murein transglycosylase F
AHKFPPHE_01426	CDS	777	speE_1	2.5.1.16		Polyamine aminopropyltransferase
AHKFPPHE_01427	CDS	696	rsuA_2	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
AHKFPPHE_01428	CDS	567	yeiP		COG0231	Elongation factor P-like protein
AHKFPPHE_01429	CDS	498		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
AHKFPPHE_01430	CDS	2196				hypothetical protein
AHKFPPHE_01431	CDS	699	fadB_3	1.1.1.35		Fatty acid oxidation complex subunit alpha
AHKFPPHE_01432	CDS	2559				hypothetical protein
AHKFPPHE_01433	CDS	372				hypothetical protein
AHKFPPHE_01434	CDS	144				hypothetical protein
AHKFPPHE_01435	CDS	309				hypothetical protein
AHKFPPHE_01436	CDS	858				hypothetical protein
AHKFPPHE_01437	CDS	660				hypothetical protein
AHKFPPHE_01438	CDS	414	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
AHKFPPHE_01439	CDS	846				hypothetical protein
AHKFPPHE_01440	CDS	1284	codB		COG1457	Cytosine permease
AHKFPPHE_01441	CDS	657				hypothetical protein
